Thread ID,URL line
665,"""When I try to run this code to apply a 2D filter on the image (h) which was hexagonally sampled, i get this error                                                                                                     """"File """"preprocessing.py"""", line 29, in &lt;module&gt;
"
666,"""Gotcha. You may need to implement your own color-space conversion on a pixel-by-pixel basis instead of relying on OpenCV for that. Alternately, can you perform the conversion on the original square-pixel image first before the hex step?; In general, I would not expect things to """"just work"""" between OpenCV and the hex-image libraries.""
"
667,"""What is the best way to configure Debian 9.5 to use URF8 or allow by default?; I installed the `locales` debian package and run:
"
668,"""I probably need to add that to my repertoire for """"impossible"""" behavior... """"Are you using an IDE, and have you restarted it?""""""
"
669,"It's something i find myself looking up often. I think i'll save this link. Thank You
"
670,"so what changes i have to make
"
671,"""m going through it; lol beginner level mistake,that column assigning is case sensitive when i make that capital E,its runs successfully,btw <@Hiroko> thanx for ur concern""
"
672,"""yes, now it works. but now it turned into `[Microsoft][ODBC Driver 17 for SQL Server][SQL Server]Login failed for user 'test'. (18456) `, while the login works on my computer if i try manually, using sql server authentication...""
"
673,"i'm very sure the creds are right i checked them a thousand times and they work in another client
"
674,"I would speak to whoeever has rights then; you're not making any obvious mistakes.; I would double check the defaults when connecting with sql studio; is it perhaps enforcing an encrypted connection? Or some other policy that sql studio is abiding to by default but which your code is not?; <http://pymssql.org/en/stable/faq.html> can also help you here; Setting `TDSDUMP` will give you some nice output to help you debug this.
"
675,"""alright, thanks for thinking along. i've checked all those defaults and everything corresponds. i'm trying the tdsdump""
"
676,"i don't understand; is it not working at all? or is it just slow?
"
677,"""Thanks, I will check that""
"
678,"""<@Jamey> Not entirely sure what the .env file means, is it used by some framework? But normally enviroment variables are just strings, so you need to sort it out when using it.; If you use `os.path.join` (or similar function from `pathlb`) to create a path, the separators are sorted out by that function.""
"
679,"
"
680,"looks good. is it working ?
"
681,"""I'm currently hosting my static website on Netlify and need to implement a digital signature feature. Would it be achievable to embed that on a static website or does it move into the dynamic territory? I'm pretty fresh into the world of web dev :slightly_smiling_face:
"
682,"```
"
683,"When I try to close the entire application using 'X' Button. It pops up an message dialog and even when i press No it closes the application
"
684,"• <https://stackoverflow.com/help/how-to-ask>
"
685,"""
"
686,"I now but also and I cant get more info...during try except thats the only message I get
"
687,"<@Hiroko> thx! I will take a look into that! :slightly_smiling_face:
"
688,"look into topic modelling
"
689,"gotcha - what error are you getting though?
"
690,"For more information on inline code formatting with backticks click <https://get.slack.help/hc/en-us/articles/202288908-Format-your-messages#inline-code|here>.""
"
691,"<@Bennett> would help to know what's missing from your solution 
"
692,"""Knowing how to ask a good question is a highly invaluable skill that will benefit you greatly in any career. Two good resources for suggestions and strategies to help you structure and phrase your question to make it easier for those here to understand your problem and help you work to a solution are:
"
693,"• <https://stackoverflow.com/help/how-to-ask>
"
694,"""
"
695,"<@Corina> thank you!
"
696,"It looks like it is called - in `cpu_time = timeit.timeit('train_on_cpu'()...` as well as later `source: train_on_cpu()`
"
697,"<@Debbie> ^
"
698,"""The loop thing is better in my opinion, since it allows for interrupting the loop with, for example KeyboardInterrupt; Or if you are running multi-threaded things and sets some flags for exiting it can do so in between loops instead of hanging there for 7 minutes.""
"
699,"""I was looking for the Djangolearning channel but all I could find was django, which I will ask in also but figured I'd post in here just in case""
"
700,"Guys what is the name of algorithm that calculate some kind of score based on probability of B being similar to A?; I want these score tho predict if B 0.9000 similar to A (Example)
"
701,"""is there a style guide i can use to figure out when to use *`""""`* vs *`'`*?""
"
702,"""hey all,
"
703,"<@Sparkle> still return empty array here the website if that can help(<https://www.flightclub.com/catalogsearch/result/?q=378037-117>)
"
704,"""I stumbled upon that link trying to figure this out,  but `item_list = [e for e in item_list if e not in ('item', 5)]` only checks if either `item` or `5` exist, it doesn't check if the combination of those two items exist in the list""
"
705,"nice resource! thanks <@Rebeca>
"
706,"       'proocessor_type': 'generic',
"
707,"req=urllib2.Request(url, headers=hdr, data=data1)
"
708,"       'proocessor_type': 'generic',   &lt;-----------
"
709,"No prob <@Mana>; I will give you a taco :taco:
"
710,"It will be one problem a week; Its really cool""
"
711,"""are you sure the item is not populated by API request?; that said, don’t think we can help you, since you’re in direct violation of that website’s tems of service; <https://www.flightclub.com/terms-conditions>; &gt;&gt;&gt;• Use any robot, spider, script, or any manual or automated application or means to extract, download, retrieve, index, mine, scrape, reproduce, or circumvent the presentation, operation, or intended use of any feature, function, or part of the Site;
"
712,"• Modify, adapt, translate, reverse engineer, decompile, or disassemble any portion of the Site;
"
713,"so is daylights saving time &gt;.&gt;
"
714,"how is continue different than pass?; lol sorry didnt read the other comments; thanks <@Marla>
"
715,"""Please use the snippet feature, or backticks, when sharing code. You can do so by clicking on the :heavy_plus_sign: on the left of the input box for a snippet.
"
716,"For more information on inline code formatting with backticks click <https://get.slack.help/hc/en-us/articles/202288908-Format-your-messages#inline-code|here>.""
"
717,"None
"
718,"""Yeah, he's just explaining the links though; right?; how do I get all the way down to the two splits from TeamStats?  there are so many levels and it looks like splits and teamStats are lists and the rest dicts""
"
719,"all teams including their id, venue details, division, conference and franchise information.
"
720,"""Hi Guys! In django, is there a global place for handling exception (like wsgi.py). I’m trying to do somehting like this:
"
721,"<@Hiroko> :taco: :taco: :taco: that works - extra tacos for responding so late at night!
"
722,"clip_regex.match('<https://clips.twitch.tv/IcyZealousLapwingBloodTrail> sdf')
"
723,"```; Should give a match for the link, and it does even here <http://regexr.com/4avmi|regexr.com/4avmi>; Also with `re.compile(r'/(?:https:\/\/)?clips\.twitch\.tv\/(\S+)/i')` It doesn't work""
"
724,"""I think you might be getting Python regex syntax confused with Perl, with the `/ ... /i` enclosing slashes?""
"
725,"r = clip_regex.search('<https://clips.twitch.tv/IcyZealousLapwingBlosdzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz> okay')
"
726,"&lt;_sre.SRE_Match object; span=(0, 81), match='<https://clips.twitch.tv/IcyZealousLapwingBlosdzzz&gt;>
"
727,"```; Unless that's not the whole result; But in the debugger I can't see more than that""
"
728,"&gt;&gt;&gt; r = clip_regex.search('<https://clips.twitch.tv/IcyZealousLapwingBlosdzokaythenzzzzsdfsdfsdfsdfsdfzzzzzzz> okay')
"
729,"&gt;&gt;&gt; r.group(0)
"
730,"```; Obviously my regex has an issue; Somewhere""
"
731,"&gt;&gt;&gt; r
"
732,"Hey can someone help me how to convert a normal text data into CSV ?
"
733,"• <https://stackoverflow.com/help/how-to-ask>
"
734,"""
"
735,"""Knowing how to ask a good question is a highly invaluable skill that will benefit you greatly in any career. Two good resources for suggestions and strategies to help you structure and phrase your question to make it easier for those here to understand your problem and help you work to a solution are:
"
736,"• <https://stackoverflow.com/help/how-to-ask>
"
737,"""
"
738,"But when running without xdist hook get called
"
739,"""<@Jonas> still the fixture not getting called
"
740,"yup; (Germany)
"
741,":thumbsup:
"
742,"cert.public_key().encrypt(your_data, padding.OAEP)```""
"
743,"for x in sites:
"
744,"""type(list_of_dict) = list
"
745,"
"
746,"headers is the names of the columns of the csv file you want to create.
"
747,"<https://stackoverflow.com/questions/47645224/unicodedecodeerror-utf-16-le>
"
748,"It's working for almost everything but i think there's an illegal character somewhere. My database in latin1 and if i use that decoding it also fails; probably some corrupted value; is there any way to circumvent this?; ignore illegal characters or something like that
"
749,"""Hi every one I am trying to pull data from Google Analytics by using the sample code in their Doc, any one have experience with it, I need a HELP""
"
750,"• <https://stackoverflow.com/help/how-to-ask>
"
751,"""
"
752,"""<@Merlyn> that's a pretty platform-specific question, so you might not be able to get much help here. But I can take a whack at it; normally when you have a system like this, it doesn't actually care about the html report. Instead, it relies on some other output, like the JUnit XML output; that gives it a uniform, standardized format that can be easily ingested and parsed; There could, however, be a pytest plugin in play that knows how to submit the results as they come in into some other system, like a DB that your allure system is pulling from (or it's the system that the results are being pumped into); I would first make sure you have your tests running properly. If they're outputting to an HTML file, they might not be outputting to the digestible system that allure depends on""
"
753,"Please follow allure-framework/allure-python""
"
754,"```
"
755,"does that also apply to iterm2?
"
756,"""anyone familiar with <https://quicktype.io/> ?  seems like a cool tool but i'm left trying to figure out how exactly it is useful / how to use it.  i pasted a large json snippet into it and it output a bunch of code.  so is the purpose of that generated code to be able to parse that type of json as input?  i guess i'm looking for a basic example to wrap my head around it, or maybe i'm just not understanding its purpose.""
"
757,"""I’m not sure how it would be useful?; requires you to write the json definition first, where you could be spending that time writing the code itself""
"
758,"""It'll have continuous open connections in WS for most end users. I'll be serving large files too (basically a file processing and sync app).; Thanks for the video, I'll consider watching..""
"
759,"```; Can anybody tell me the python equivalent of this curl?; I've tried this:
"
760,"""```
"
761,"            url=settings.ES_SERVER_URL + SEARCH_URL,
"
762,"""Can't do that; ES doesn't support `application/x-www-form-urlencoded`; ```
"
763,"""```
"
764,"            url=settings.ES_SERVER_URL + SEARCH_URL,
"
765,"ye I stand by PyCharm or VSCode; had a few issues with Atom
"
766,"Got a screenshot or a copy/paste instead ?
"
767,"good day all; i'm having error inserting into a table with `ForeignKey`
"
768,"        amount_made = int(<http://request.POST['amountMade']|request.POST['amountMade']>)
"
769,"        shipping_cost = int(<http://request.POST['shippingCost']|request.POST['shippingCost']>)
"
770,"        vat = int(<http://request.POST['vat']|request.POST['vat']>)
"
771,"
"
772,"• <https://stackoverflow.com/help/how-to-ask>
"
773,"""
"
774,"""i want to compare values in two different tables; can I not do this:
"
775,"ah like that. but i do need a datetime object because i'm sending it to an odbc; that's becoming a mess..
"
776,"yes both r in the directory
"
777,"Thanks again. Going to read through it now.
"
778,"I've file blocks in variable chunks. Good idea to store meta data in RDBMS &amp; chunks (millions of them) in key-value database?
"
779,"<@Merlyn> <https://pytest.readthedocs.io/en/2.7.3/example/parametrize.html>
"
780,"That's a good example
"
781,"okay; but this is different
"
782,"""what I want to achieve is for admin to create holidays/events products sales for a particular period and then when it's time it automatically goes off; e.g Easter is coming; so we have like discounts for our iPhone s7, Samsung 8s, Gionee s11 lite""
"
783,"on it
"
784,"Test add runs without any error but testsearch doesn't; It gives error query and tesf not found
"
785,"I have fixture in base class; I'm just trying to get it run that's why I'm not using any assert; But it's printing the parameters properly
"
786,"""I'm not getting any results for the following:
"
787,"For more information on inline code formatting with backticks click <https://get.slack.help/hc/en-us/articles/202288908-Format-your-messages#inline-code|here>.""
"
788,"does anyone know of a slack group for wordpress? I am running into a php memory leak of some sort that is constantly going over a set limit that I have for Monit. Any ideas on how to find this needle in the haystack?
"
789,"Its crazy we have to fake this
"
790,"Is there any reason why it needs it?
"
791,"Following from the thought that `break` is often forgotten, `match` assumes each case breaks unless an explicit `continue` is encountered.""
"
792,"Ooo
"
793,"its still returning that parentheses; oh sweet
"
794,"I had a hunch that may be it so I removed the outside df[ ] wrapper but it didnt work; threw the same error... wouldn't df['overunder'] just return that column?; So this is what I have now...
"
795,"There should be multiple lines above the ValueError you pasted which I hope points to the exact line where the error occurred
"
796,"<#C3GFPUBGF|show_and_tell> might be a more relevant place for this?
"
797,"Your code has indentation error; Make sure you have `4 spaces` before the `for` line
"
798,"<@Valeri> thanks
"
799,"
"
800,"--data-urlencode """"ipAddress=125.19.180.206"""" \
"
801,"""is it required?; <https://curl.trillworks.com/>; entering the curl command to this results in ```headers = {
"
802,"    'Key': '&lt;MY API KEY&gt;',
"
803,"""Yes, `--data-urlencode """"ipAddress=125.19.180.206""""` is required otherwise output says
"
804,"algorithm to calculate the profile percentage complete considering fk fields""
"
805,"""Little help with timezone, please?
"
806,"
"
807,"""are you referring to django form? If that's the case, i am using django only for api.""
"
808,"I will try; Does virtualenvwrapper exist only on windows?
"
809,"I see.
"
810,"cmake version 3.14.0
"
811," ``` I now tried to make  ```sudo ./setup.py build``` it gives ``` running build
"
812,"Ok
"
813,"""lots of the examples only talk about one of the staticfiles which is `static`; so whatabout `media`?; like how do I take care of images uploaded by the user/admin?; I tried adding it, had errors in `runserver`""
"
814,"""sorry I saw that; but my confusion is I also have static, so how do i add media?""
"
815,"    """"""""""""
"
816,"""```
"
817,"
"
818,"}
"
819,"Thanks. Yeah i'm using this for ETL so i'll go for the more performant one. Using the replacement empty dict and None for the end value should be enough right?
"
820,"""Yes that would be converted into a NULL value in the destination database, so that would be prefereable; Thanks again!""
"
821,"""Shelling out to curl seems a bit weird – why not just make the HTTP call from Python?; If you must use `subprocess`, you might be better off passing `args` as """"a sequence of program arguments"""" rather than fighting shell parsing semantics, too. `subprocess.call(['curl', url, '-d', json_data])` might work.; &gt; Providing a sequence of arguments is generally preferred, as it allows the module to take care of any required escaping and quoting of arguments (e.g. to permit spaces in file names). If passing a single string, either shell must be True (see below) or else the string must simply name the program to be executed without specifying any arguments.""
"
822,"""Hmn. I'll think about it..
"
823,"    subprocess.call(f""""git remote add origin git@github.com:{GIT_USER}/{NEW}.git"""", shell=True)
"
824,"""as well on settings i let ADMINS = []; and in settings_prod I set ADMINS = [('Support', '<mailto:support@web.com|support@web.com>')]; and in settings_dev I set ADMINS = [('Dev', '<mailto:dev@web.com|dev@web.com>')]""
"
825,"I tried This. Which was wrong. I'm sure this is simple but it's 2:30 am. Just give me a sec
"
826,"May want to try <#C6VNXKWBG|security> as well
"
827,"```class Endpoint(Resource):
"
828,"what’s your payload dict?
"
829,"ah I see
"
830,"I was under the impression the `json` would be appended to the route as the POST data string but I now believe that is not correct; I'll look  into parsing POST data via Flask restful then
"
831,"• <https://stackoverflow.com/help/how-to-ask>
"
832,"""
"
833,"""So i just signed up for gitlab (not sure whats the difference from github), but after creating a new project and ready to type code, i notice a lot of git keywords everywhere. am i able to copy and paste python code?""
"
834,"frankly it is expected of devs at this point
"
835,"""yeah, you can't just  share the url of a private repo on gitlab - it is truly private.""
"
836,"Lol thanks that was what I was looking aswell
"
837,"""thanks Joe, got some help in the django channel; FWIW request.path is the path it's headed to ... I needed `request.META['HTTP_REFERER']` and more specifically `request._request.META.get('HTTP_REFERER')` since it's a DRF request and not standard django HTTPRequest""
"
838,"Views should be called using `as_view`
"
839,"But how can I invoke the post class?; post action*
"
840,"`self.__class__` will work with inheritance so that's the best way afaik
"
841,"""<@Valeri> But test an http request. I'm trying to pass a request object to a view class; Since the logic which interact with external service is in the view it self; They did not wrote a class that holds all the logic for that; So i'm trinng to do this:
"
842,"        clinic = Join()
"
843,"```; And get `AttributeError: 'WSGIRequest' object has no attribute 'data'`; So i tried to pass the request as an httprequest object but did not found how to set up a post example; It's like a view interact with twitter and now I need to replace the twitter calss with my class""
"
844,"""When user clicks start, app should start recording from camera, and when user click stop app should stop recording from camera.; Now question is - I would like to set a variable(`self.abort_reading`) to true/false based on the basis of type of button click.; How can I share/pass a variable between two processes?""
"
845,"
"
846,"""Create a python program to find the shortest distance between nodes. This program will accept a list of tuple of x-y coordinates as an input and will output a list of nodes which describes the shortest path between each successive pair, starting with the reference point. You can use Euclidean distance to calculate the distance between two points.
"
847,"""This should be straightforward but i'm having a hard time trying to create an sftp client using Paramiko (Python).
"
848,"""I haven't used it myself, but BeautifulSoup4 has been recommended in the past for HTML/XML parsing.""
"
849,"Hi.  Why is there no '1' for the 'y' variable ?  :; <https://github.com/paulgureghian/Random_Forests/blob/master/Random_Forests.ipynb>; In the printout for the 'shape'
"
850,"""My guess is that a one-dimensional tensor is considered to only have a single shape axis. Otherwise you'd have to ask why it shouldn't be `(100, 1, 1, 1, ...)` since it has just a single element along all other dimensions, too.""
"
851,"should i prefer ml or data science ?
"
852,"hm but what would you put into the queue? it would still be python reading the model and giving output values right?
"
853,"""Alright I give up, I can't figure out this dang function; I'm so bad at making these, any tips/good tutorials would be greatly appreciated""
"
854,"""hm yeah wanted to prevent installing additional packages but i guess it's the only way to go; annoying that people just don't adhere standards... :stuck_out_tongue:; thanks anyways; got it to work with the regular json package
"
855,"""Hello everyone, can someone tell me a good library to mock an external web application for testing? Given that I’m learning, I need read some documentation about it. Thanks in advance!""
"
856,"""Is it possible to only apply the patch when you start up with a """"debug mode"""" setting, rather than trying to pass in a runtime sandbox flag for each call?""
"
857,"
"
858,"```
"
859,"
"
860,"""Hello, I came across this function called range(), and I realised in the documentation, that there are 2 ways to call the function.
"
861,"""<@Sasha> and <@Carmen> -- thanks both, this was a very useful conversation to me :taco:; Do either of you use PyCharm?; Just wondering if there is any way in PyCharm to see at a glance which 'branch' you currently have activated; ah... bottom right; okay, so that went okay... i created a branch, and merged it back into the master -- although I wish it had been a little more guided than throwing conflict text into the source code.; I think the only real 'downside' I could see was that the branch changes have to be committed before you can go back to the master, and vice versa -- although this does make sense""
"
862,"""<@Carmen> thanks for your response. I guess I wasn't clear with my question, apologies for that. I have to implement an internal central auth server, which would act as a provider""
"
863,"I used the same logic in the first answer when using selenium + phantomjs a while back for full page screenshots
"
864,"""Hey folks, I am having trouble learning kwargs. Here’s the script I have saved as “test.py”
"
865,"""hey guys, im curious what would be the best module for mapping out zipcode coordinance? something like so <https://www.google.com/search?q=zip+code+population+map&amp;safe=off&amp;client=opera&amp;hs=YHo&amp;source=lnms&amp;tbm=isch&amp;sa=X&amp;ved=0ahUKEwiz3aCFn7nhAhVJSK0KHWW5Bm4Q_AUIDigB&amp;biw=1040&amp;bih=1819#imgrc=LmFAOPe_pK48SM>:""
"
866,"<@Nenita> you mean an API for getting those coordinates? or a data structure to hold them?
"
867,"pip install pyshp==1.2.10
"
868,"""This exercise receives messages from Mars, through a camera with angles, the angles represent the hexadecimal digits, from the angles I take the characters and I translate the message, any advice for the improvement of the code is appreciated; None""
"
869,"You mean the 'bash' terminal emulator in Windows 10 ?
"
870,"thanks <@Leida> :thumbsup:
"
871,"Yeah. We downloaded *MySQL Community Server* from <https://dev.mysql.com/downloads/>; and Installed in our computers and status is active.; Did we do it right?
"
872,"<https://medium.com/@kasunsiyambalapitiya/how-to-setup-a-mysql-server-on-local-area-network-lan-c3c5012c7d6b> here it explain how to open it up to lan on both linux and windows; something about creating a cnf file setting the IP
"
873,"""Oh great! thanks for the article <@Leida>; And we have now the LAN as barrier. Trying to figure out how to setup. This is new to me. I've found some YouTube videos on software configuration on systems that are to be connected to each other. But before that, I want to get confirmation if we are good with Hardware setup and go to software configuration.; Our ISP's Internet cable is connected to Router.
"
874,"""guys, i’m trying to install pipenv on my mac.; but i got this error.; ```macdeiMac:bin mac$ pip3 install pipenv
"
875,"""Okay, thanks ; <@Sasha> yes, they appear to be for hashing. I do want something reversible. I’ll have to keep researching to find how I can encrypt / decrypt securely. ""
"
876,"""Cool, that looks like a good method.""
"
877,"`Python 3.7.1`
"
878,"""excuse my stupid question :see_no_evil: would this mean, I should after installing the Virtual Environments,when creating a project reinstall the libraries I did before, like for example netwrokx, pymesh.. The idea was not completely clear for me :disappointed: I'm a beginner -_-""
"
879,"""I'm making my own coding using the work of others( PyMesh, NetworkX...)""
"
880,"""```list(itertools.product(domains, [1, 2]))```; did the trick, thanks!""
"
881,"But... thanks for the help :slightly_smiling_face:
"
882,"For more information on inline code formatting with backticks click <https://get.slack.help/hc/en-us/articles/202288908-Format-your-messages#inline-code|here>.""
"
883,"""Guys, someone has a idea of how could I create a tree from html where each tag contains your own position ?; So I could navigate using html/body/div[2]/span[3]/p[1]""
"
884,"For more information on inline code formatting with backticks click <https://get.slack.help/hc/en-us/articles/202288908-Format-your-messages#inline-code|here>.""
"
885,"Ok sorry
"
886,"""in my experience it's more of the power settings, is your computer set to sleep / hibernate, put the disks to sleep, than if the computer locks""
"
887,"""Error message only produced in association with the generated dictionary....      C:\...\Python\Python36\lib\site-packages\geoplotlib\core.py:753:
"
888,"""hi, how to write unit test for below code
"
889,"I'd at least take a look at Arrow <https://arrow.readthedocs.io/en/latest/>; parsedatetime <https://pypi.org/project/parsedatetime/>
"
890,"thanks. fwiw they are all UTC time so I do know that; the issue is I don't know what format it will come in. I think even w/ arrow I will need to have a bunch of conditional logic to decide which function to use.
"
891,"""Yeah, you can formulate it that way too.""
"
892,"Thank you!
"
893,"You might need to make a custom encoder for that data type. I don’t see how a name wouldn’t be encodable though.""
"
894,"""Anyone have any documentation on how they """"host"""" their own webhooks?
"
895,"someone give me something to solve please
"
896,"""How much test coverage do you have? That’s an important thing to consider ; <@Cinda> the reason we can’t give any specifics is this is analogous to asking how long it will take to update an older building to current building codes.  You haven’t given any specs about architecture, third party libs, any usage of `six`, test coverage percentage, etc; and just with older buildings, you’ll find a few gotchas that you can’t account for because they didn’t come up in original planning for whatever reason""
"
897,"""I'm not aware of an Euler slack, though the site does have a forum.""
"
898,"""Anyone have any tips or help for setting up a docker container for a Flask production app with redis?; Trying to learn how to use Docker and all; and now i’m trying to post it to Heroku; Well, I posted it to Heroku but it fails because I need to set it as a production environment""
"
899,"
"
900,"""I’ve never ran into this in python before. I am trying my hand at representing a directed graph. I have two clasess, each of which reference the other. How do you write code like this, so that you don’t get a
"
901,"
"
902,"<@Clayton> It looks like in `add()` and `product()` you're `return`ing inside the loop instead of after it completes.; So you'll only get 1 value out instead of 3.
"
903,"Just seeing if there is a better approach?""
"
904,"""You have to send to body if it is a post, right?
"
905,"
"
906,"""Hi, guys. I'm stuck on my first issue. I use a Raspberry Pi as a little web server to help me get to grips with Python, and to familiarize myself with general linux type syntax at the same time. I come from a Windows background, so i'm no pro at Linux at all.
"
907,"Cool!
"
908,"<@Dayna> When I try to push from Pycharm nothing happens. If I push from Git bash things work.
"
909,"per that link - random question here - but i saw 'if key in mapping'. Does the keyword 'in' work like enumerate or like a dictionary pointer(dict[key])?
"
910,"IDE or Editor / Terminal for running Python files ?
"
911,"""ayy; notebooks are ok for exploratory analysis. If you plan to re use anything, use a real IDE""
"
912,"""After I pip installed the google cloud SDK, I'm getting the following error message every time I run any sort of Python script, regardless if it uses any google module or not: ```Error processing line 3 of /usr/local/Cellar/python/3.7.1/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site-packages/google_cloud_core-0.29.1-py3.6-nspkg.pth:
"
913,"""hehe yeah I have thanks. most of them don't reference package the app itself, and those who do reference packaging, do so very high level""
"
914,"Or ; <https://gist.github.com/itadder/6feb2647a36fa00749d326bed8e120ba>; Now sure how I can get this flat for powerbi useage; <@Erika> I can’t figure out how I transform this to a useable table in power bi
"
915,"""FILE=file.txt; with open(FILE,'r') as f:""
"
916,"""Hey Folks, was just running by some material, stumbled across deep and shallow copy. tough i understand what this does, cannot visualize a use case for it. any help is much appreciated.""
"
917,"""does anyone know if there is a way to build python from source but also have that build include third-party modules like Numpy? I'm trying to do this.
"
918,"""The raw build won't include those modules. You have to add them yourself afterwards.; `Third-party packages should be installed by the application installer alongside the embedded distribution.`; Basically, that boils down to """"drop the module files in the standard library directory"""", either during final install or between your build step and your installer finalization step.""
"
919,"""if its a desktop app, why not use one of the python gui frameworks?""
"
920,"I used that when I wrote my novels!; didn't know that!
"
921,"""thats a great resource, thank you very much joe""
"
922,"
"
923,"is it okay to use try/except like this you think?
"
924,"""So, I’ve been thinking about contributing to open source, and more specifically the Python project, do you guys have any pointers or tips for getting started?""
"
925,"ah ok. I mean ... isn't this a python channel? Lol not trying to be rude just wondering if you have a python question; I don't think I can help cause I don't know groovy :confused:
"
926,"okay
"
927,"""Yes, the middleware is included and in the correct location. Url language prefixes are functional so the middleware must be working..""
"
928,"""I see. So now this is quite strange... the session has the corrent language set, but gettext() always uses the default language - this is the bug I'm originally trying to solve.; And translation.get_language() is also not correct... I wonder how where it get's the language from if not from the request object""
"
929,"""No, gonna try quickly; no difference; redirect also doesn't add prefixes.... somethings not right, but I have no idea what... I followed the documentation to the T :disappointed:""
"
930,"
"
931,"2.0.1
"
932,"""Yes.. i guess the i18n set_language route isn't setting the language correctly. But then again, according to the django docs, updating the session should persist the language change (which isn't happening) but for whatever reason util.translation get's it's translation object from somewhere else..""
"
933,"
"
934,"is it ok to open git issue to ask a question? or is that frowned upon?
"
935,"so `split()` should be replaced by some `tokenize()`; umm i think i have seen it used in the wild but in general if you have a function in a file that needs some imports but its never used then why have the function?; what happens when you try to import again?; wouldnt that incur some overhead?
"
936,"thank you for taking a look!
"
937,"""I have a function that accepts kwargs into it, but then also within that function I call other functions that I pass different kwargs to, is there a specific naming convention to follow when this situation occurs?
"
938,"""Thanks, that makes sense. I think my problem is that I'm coming from languages with a _de-facto_ package management system (`npm`, `cargo`, `stack`, etc), and I'm finding that python doesn't have a _standard_ per se, and there are benefits and disadvantages to each approach.""
"
939,"""Part of your confusion about a standard is that Python has been around for longer than most of those other languages, so they got to benefit from starting out with a single officially-approved package management system. They knew it was needed, and included it from the start. Python didn't have that benefit, so it has a bunch of different options available.""
"
940,"`copy.deepcopy(dict)`
"
941,"""you can trivially fix this, if you know the sizes of every subset; ```
"
942,"do you have to implement your own compression?
"
943,"<@Alysia> I would search out the specifications themselves (or even the wikipedia pages) those generally have an example of the algorithm written and explained (jpeg for example <https://en.wikipedia.org/wiki/JPEG>)
"
944,"""Oh, and how about decompression :v I found something on internet that .jpeg cant decompress :v""
"
945,"""You might also consider a coding bootcamp, if you think you would learn better in a structured, focused environment.""
"
946,"```
"
947,"""Hey I come from a business background and started learning Python on my own, never done any programming before. I got a job 5 months after I started and spent no more than $15 on the education; But lots and lots of hours; 1. Build stuff you find useful or fun, and *see those projects through* - finish them. They must be hosted on github + preferably host the app on a website
"
948,"Do you mean <https://pypi.org/project/schedule/>? <@Darcie>; I'm setting up a webhook where I want to add a parameter like `?parameter=1`. How do I get that parameter together with the JSON request using python?
"
949,"""No , <@Conchita>.  I am talikng about adnvance python scheduler(APS).""
"
950,"""<@Clemmie> great, i will try here too thanks! :slightly_smiling_face:""
"
951,"Or Alexa has skills etc
"
952,"<https://stackoverflow.com/questions/5419888/reading-from-a-frequently-updated-file>
"
953,"""Hello Every body, I'm new in Python Developing.. Any Advises for the new guy?; thank""
"
954,"Oh so coooool
"
955,"""Hey guys, what am I doing wrong here?; <https://gist.github.com/danamer/be6c88313d8d4e0f8e72e3e23598ffa0>""
"
956,"""what are you trying to achieve, and what exactly is the error?""
"
957,"""<@Faustina> what are the three queries that are duplicates? Also, I believe you can get more help from <#C0LMFRMB5|django>""
"
958,"""<@Cindy> it duplicates this query 3 times, I tried to prefetch related models, tried to save queryset to list, to cache it, but that didn't helped.""
"
959,"""Yeah, weird things works out sometimes :smile:""
"
960,"""<@Darcie>
"
961,"looks wrong; how did you install python ?
"
962,"Thanks for checking!
"
963,"""If so, you could use a resumable API setup, and get automatic parallelism via client side libraries implementing that protocol.
"
964,"<https://pypi.org/project/python-resumable/>""
"
965,"""I don't see anything wrong with this approach. It may depend on the context of what you are ultimately implementing, but this appears to be okay to me :thumbsup:""
"
966,"U r amazing; Thanks
"
967,"<@Hiroko> the django code base?
"
968,"        lexicon = ElementTree.SubElement(xml_body, 'lexicon')
"
969,"""I successfully created a docker image for a flask application but when I decide to start container from this image it says  """"can't open  app.py file [Errno 2] no such file or directory""""; ```
"
970,"note for beginner: <http://pep8.org|pep8.org> :slightly_smiling_face: snake_case and spaces
"
971,"thats something I need to work on :wink:
"
972,"can’t use data from for loop in element?
"
973,"""Nope, PhantomJS development is suspended indefinitely <https://github.com/ariya/phantomjs/issues/15344>""
"
974,"Doesn't mean hobbyists with no life can improve it; xD
"
975,"Just took a peek at dogpile and the data it returns via burp... strange... it uses multiple different apis from like bing and such.
"
976,"   output = out.stdout.read()
"
977,"I think <@Priscilla> meant that he gets into the habit of including `self` even in non-method functions.
"
978,"```
"
979,"         '<https://www.googleapis.com/auth/drive>']
"
980,"
"
981,"It is a mistake?""
"
982,"Yeah... you need to retrieve the access token before you can send the request; Pretty sure; No idea... never used that before; The token would need to also be passed probs as a parameter in the request; And than get results
"
983,"""Thanks for the example, will take a closer look at it later. For now I noticed something else in your code - in the bottom you have this ```# Avoid circular imports problem.
"
984,"""`output = subprocess.run('lftp', '...', capture_output=True)`; then just `output.stderr` and `output.stdout`""
"
985,"""or you can use the """"`"""" symbol""
"
986,"I don't
"
